"日付","勤務日付軸","昼夜勤","ユニットコード","工程順番","機番","時間帯","№","ST","作業者","機種","背番号","シリアル番号","運転モード","IN/OUT","判定","MT","インデックス番号","ﾄﾙｸ上限値","ﾄﾙｸ下限値","ﾄﾙｸﾎｰﾙﾄﾞ値","左低圧ﾎﾞﾙﾄ圧入高さﾎｰﾙﾄﾞ","左低圧ﾎﾞﾙﾄ圧入高さ上限値","左低圧ﾎﾞﾙﾄ圧入高さ下限値","左高圧ﾎﾞﾙﾄ圧入高さﾎｰﾙﾄﾞ","左高圧ﾎﾞﾙﾄ圧入高さ上限値","左高圧ﾎﾞﾙﾄ圧入高さ下限値","右低圧ﾎﾞﾙﾄ圧入高さﾎｰﾙﾄﾞ","右低圧ﾎﾞﾙﾄ圧入高さ上限値","右低圧ﾎﾞﾙﾄ圧入高さ下限値","右高圧ﾎﾞﾙﾄ圧入高さﾎｰﾙﾄﾞ","右高圧ﾎﾞﾙﾄ圧入高さ上限値","右高圧ﾎﾞﾙﾄ圧入高さ下限値","3点ﾋﾟｯﾁ測定ﾎｰﾙﾄﾞ","3点ﾋﾟｯﾁ測定上限値","3点ﾋﾟｯﾁ測定下限値","ﾌﾟﾗｸﾞ径ﾎｰﾙﾄﾞ","ﾌﾟﾗｸﾞ径上限値","ﾌﾟﾗｸﾞ径下限値","ﾌﾟﾗｸﾞ押えﾎｰﾙﾄﾞ","ﾌﾟﾗｸﾞ押え上限値","ﾌﾟﾗｸﾞ押え下限値","割ﾋﾟﾝ孔位置ﾎｰﾙﾄﾞ","割ﾋﾟﾝ孔位置上限値","割ﾋﾟﾝ孔位置下限値","ｶｼﾒ高さﾎｰﾙﾄﾞ値","ｶｼﾒ高さ上限値","ｶｼﾒ高さ下限値","刻印振動検出回数","刻印振動回数設定","完成品ｼﾘｱﾙ№","完成品ﾜｰｸ№","完成品左低圧ﾎﾞﾙﾄ圧入高さ","完成品左高圧ﾎﾞﾙﾄ圧入高さ","完成品右低圧ﾎﾞﾙﾄ圧入高さ","完成品右高圧ﾎﾞﾙﾄ圧入高さ","完成品3点ﾋﾟｯﾁ測定","完成品ﾌﾟﾗｸﾞ径","完成品割ﾋﾟﾝ孔位置","完成品ﾄﾙｸ","完成品ｶｼﾒ高さ","完成品刻印振動検出回数"
"2025/11/27 14:23:24","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",4,"4_ボルト切出","0",3,"T572","0","自動","In","          ",0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:24","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",11,"11_シート供給","0",3,"T572","0","自動","In","          ",0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:25","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",1,"1_搬送","0",3,"T572","0","自動","Out","          ",7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3064,5000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:25","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",6,"6_3点ピッチ","0",3,"T572","0","自動","In","          ",0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:26","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",5,"5_ボルト圧入","0",3,"T572","0","自動","In","          ",0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:26","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",2,"2_トルク","0",3,"T572","5052","自動","Out","OK        ",10,255,21,19.5,20.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,5.29,1.93,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:26","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",6,"6_3点ピッチ","0",3,"T572","0","自動","Out","OK        ",1.5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3,24.2,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:28","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",5,"5_リップカメラ","0",3,"T572","0","自動","Out","OK        ",5.8,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:28","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",10,"10_スタッドグリスL","0",3,"T572","0","自動","Out","OK        ",6.5,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:30","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",4,"4_クリップ","0",3,"T572","0","自動","In","          ",0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:30","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",3,"3_ブーツ","0",3,"T572","0","自動","Out","OK        ",11.1,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:30","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",2,"2_トルク","0",3,"T572","5053","自動","In","          ",0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:31","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",7,"7_スタッド","0",3,"T572","0","自動","Out","          ",14.5,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:31","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",8,"8_孔位置","0",3,"T572","0","自動","In","          ",0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:31","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",15,"排出チャック開","0",3,"T572","0","自動","In","          ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:31","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",2,"2_コンベア","0",3,"T572","0","自動","In","          ",0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:31","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",1,"1_搬送","0",3,"T572","0","自動","In","          ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:31","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",7,"7_スタッド","0",3,"T572","0","自動","In","          ",0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:31","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",8,"8_孔位置","0",3,"T572","0","自動","Out","OK        ",0.5,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:32","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",14,"ﾃﾞｰﾀ紐付け","0",3,"T572","0","自動","In","          ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:32","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",6,"6_排出","0",3,"T572","0","自動","Out","          ",12.7,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:32","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",14,"ﾃﾞｰﾀ紐付け","0",3,"T572","0","自動","Out","          ",0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5050,3,5.73,2.09,5.41,1.85,23.3,33.77,2971,4.36,20.44,3
"2025/11/27 14:23:32","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",15,"排出チャック開","0",3,"T572","0","自動","Out","          ",0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:32","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",12,"12_圧入カシメ","0",3,"T572","0","自動","Out","OK        ",10.7,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.79,34.3,33.3,18.84,19.35,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:33","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",3,"3_ブーツ","0",3,"T572","0","自動","In","          ",0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:34","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",3,"3_ソケット反転","0",3,"T572","0","自動","In","          ",0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:34","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",6,"6_排出","0",3,"T572","0","自動","In","          ",0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:34","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",3,"3_ソケット反転","0",3,"T572","0","自動","Out","          ",0.7,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:34","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",4,"4_ボルト切出","0",3,"T572","0","自動","Out","          ",10.4,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:34","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",2,"2_コンベア","0",3,"T572","0","自動","Out","          ",3.2,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:35","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",5,"5_ボルト圧入","0",3,"T572","0","自動","Out","OK        ",9.6,252,0,0,0,5.45,6.6,3.6,2.03,2.7,1.6,5.46,6.4,3.4,1.82,2.5,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:36","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",3,"3_ソケット反転","0",3,"T572","0","自動","In","          ",0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:36","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",12,"12_圧入カシメ","0",3,"T572","0","自動","In","          ",0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:36","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",11,"11_シート供給","0",3,"T572","0","自動","Out","          ",12.1,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:36","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",3,"3_ソケット反転","0",3,"T572","0","自動","Out","          ",0.5,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:36","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",4,"4_クリップ","0",3,"T572","0","自動","Out","OK        ",6.8,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:36","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",5,"5_リップカメラ","0",3,"T572","0","自動","In","          ",0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:36","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",10,"10_スタッドグリスL","0",3,"T572","0","自動","In","          ",0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:38","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",1,"1_取り出し","0",3,"T572","0","自動","Out","          ",100.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:38","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",1,"1_取り出し","0",3,"T572","0","自動","In","          ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:38","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",4,"4_ボルト切出","0",3,"T572","0","自動","In","          ",0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:38","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",11,"11_シート供給","0",3,"T572","0","自動","In","          ",0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:39","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",1,"1_搬送","0",3,"T572","0","自動","Out","          ",7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3059,5000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:39","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",6,"6_3点ピッチ","0",3,"T572","0","自動","In","          ",0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:40","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",5,"5_ボルト圧入","0",3,"T572","0","自動","In","          ",0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:40","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",2,"2_トルク","0",3,"T572","5053","自動","Out","OK        ",9.9,255,21,19.5,20.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22,5.29,1.93,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:41","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",6,"6_3点ピッチ","0",3,"T572","0","自動","Out","OK        ",1.5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3,24.2,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:42","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",5,"5_リップカメラ","0",3,"T572","0","自動","Out","OK        ",5.9,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:43","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",10,"10_スタッドグリスL","0",3,"T572","0","自動","Out","OK        ",6.4,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:43","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",7,"7_ブーツ供給","0",3,"T572","0","自動","Out","          ",105.5,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:43","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",7,"7_ブーツ供給","0",3,"T572","0","自動","In","          ",0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:44","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",4,"4_クリップ","0",3,"T572","0","自動","In","          ",0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:45","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",3,"3_ブーツ","0",3,"T572","0","自動","Out","OK        ",11.2,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:45","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",2,"2_トルク","0",3,"T572","5054","自動","In","          ",0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:45","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",2,"2_コンベア","0",3,"T572","0","自動","In","          ",0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:45","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",7,"7_スタッド","0",3,"T572","0","自動","Out","          ",14.1,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:45","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",8,"8_孔位置","0",3,"T572","0","自動","In","          ",0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:46","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",7,"7_スタッド","0",3,"T572","0","自動","In","          ",0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:46","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",8,"8_孔位置","0",3,"T572","0","自動","Out","OK        ",0.3,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:46","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",15,"排出チャック開","0",3,"T572","0","自動","In","          ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:46","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",14,"ﾃﾞｰﾀ紐付け","0",3,"T572","0","自動","In","          ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:47","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",6,"6_排出","0",3,"T572","0","自動","Out","          ",13,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:47","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",14,"ﾃﾞｰﾀ紐付け","0",3,"T572","0","自動","Out","          ",0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5051,3,5.66,2.11,5.54,1.89,23.3,33.79,3064,4,20.37,3
"2025/11/27 14:23:47","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",15,"排出チャック開","0",3,"T572","0","自動","Out","          ",0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:48","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",3,"3_ソケット反転","0",3,"T572","0","自動","In","          ",0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:48","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",3,"3_ブーツ","0",3,"T572","0","自動","In","          ",0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:48","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",6,"6_排出","0",3,"T572","0","自動","In","          ",0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:48","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",12,"12_圧入カシメ","0",3,"T572","0","自動","Out","NG        ",12.2,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.85,34.3,33.3,19.43,19.35,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:48","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",3,"3_ソケット反転","0",3,"T572","0","自動","Out","          ",0.6,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:49","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",4,"4_ボルト切出","0",3,"T572","0","自動","Out","          ",10.2,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:49","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",2,"2_コンベア","0",3,"T572","0","自動","Out","          ",3.5,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:50","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",5,"5_ボルト圧入","0",3,"T572","0","自動","Out","OK        ",9.6,252,0,0,0,5.66,6.6,3.6,2.23,2.7,1.6,5.45,6.4,3.4,1.9,2.5,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:50","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",3,"3_ソケット反転","0",3,"T572","0","自動","In","          ",0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:50","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",6,"6_3点ピッチ","0",3,"T572","0","自動","In","          ",0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:50","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",3,"3_ソケット反転","0",3,"T572","0","自動","Out","          ",0.5,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:23:51","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",4,"4_クリップ","0",3,"T572","0","自動","Out","OK        ",6.6,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
